01Sorszám,01Sorszám_RMNY,01Sorszám_RMNY-S,externalData,hypothetic,appendix,03Cím,01xIdö,01xHely,06xNyomda,06Nyomda,07Kolláció,08Terjedelem,09Formátum,10Könyvdísz,11Forrás,12Tárgy,14Facsimile,16Nyelv,13Lelöhely,13Lelöhely_count,cities,15Olim,15Olim_count,olimCities,08xTerjedelem,09xFormátum2,oldal_per_iv,ivszam
3452,3452,,,,,"KLESCH, Daniel: Inauguratio novi rectoris, hoc est actus introductionis, cum ... dn. Johannes Schnazingerus de Valle Dominorum Montanus, superiori an(n)o ex academia Wittebergensi redux .. Samuelius Pomarii, ... in Athenaeo statuum, quod Epperiessini est, directoris ... praevia legitima vocatione primum rector scholae Olassinae salutaretur, solenniq(ue) more ac ritu coetui docentium praefi ceretur prid. Calend. Maji ... MDCLXIIX., nomine, autoritate et jussu ... senatus susceptus per scholae inspectorem, m. Danielem Kleschium Iglowiensem, .. pastorem Olassiensem et ven. frat. XXIV regalium pastorum in Scep. oratorem ordinarium et seniorem. Leutschoviae (1668) formis Samuelis Brever.",1668,Lőcse,"Brewer, Sámuel",,A4,[4] fol.,4°,,MKsz 1963: 346 - Caplovic 1207,Iskolaigazgatói beiktatás leírása és üdvözlõversek.,,latin,Budapest Acad cop. (Levoča) - Martin Nat 1,1,Martin=1,Levoča Ev,1,Levoča,8,4,8,1
3453,3453,,,,,"KLESCH, Daniel: Salve illvstrissime et excellentissime princeps ac domine, dn. Stanislae Heraclie, comes in Wisnicz et Jaroszlaw Lvbomiersky, sacri Rom. imp. princeps capitanee, Scepusiensis bellicosissime Atlas, arcis Lublowiensis et bonorum ab ea dependentium fortissime dynasta, in utroq(ue) Poloniae et Hungariae regno celsissime domine, nobis naturaliter clementissime, anno durae atque variae calamitatis.[Leutschoviae] (MDCLXVIII) [Brewer].",1668,Lőcse,"Brewer, Sámuel",,[ ]2,[2] fol.,4°,,Sztripszky II 2601/149 <- MKsz 1890: 271 - Caplovic 1208,Dicsõítõ beszéd.,,latin,Budapest Nat 1 - Halle Univ 1 (<- Berlin Univ Inst <- Halle Univ),2,"Budapest=1, Halle=1",,0,,4,4,8,0.5
3454,3454,,,,,"LUCTUS Semproniensis fatum matronae castissimae ... Annae Catharinae, natae Zavchtleriae ... d(omi)ni m. Christiani Seelmanni in reg. lib.q(ue) superioris Hungariae civitate Leutschovia pastoris primarij, vicinarumq(ue) in agro Leutschoviensi ecclesiarum et gymnasii inspectoris longe meritissimi, conjugis anno aerae Christianae MDCLXVII. d. 3. Decembris defunctae plangens. [Leutschoviae] (MDCLXVII) typis Samuelis Brever.",1668,Lőcse,"Brewer, Sámuel",,A4 B2 B(bis)4 C2,[12] fol.,4°,,MKsz 1963: 119 - Caplovic 1178,Latin és német gyászversek gyûjteménye.,,latin; német,Budapest Nat cop. - Kezmarok Ev 1,1,Kezmarok=1,,0,,24,4,8,3
3455,3455,,,,,"MONUMENTUM gloriae admodum reverenda dignitate ac eruditione singulari clarissimi ... dn. Tobiae Erytraei, antistitis ecclesiae Belensis, ... ut et XXIV. reg. distinctis vicibus senioris ... jam beatissimi, qui III. Non. Octobr. ante 12. noctis an. Ch. 1668., aetatis suae 69., offi c. eccles. 48. vitam una cum offi cio post superatos fere triennales ... dolores ... deposuit, pie placideq(ue) in Domino obdormivit, ex meritis ejus erectum ab amicis. Leutschoviae 1668 literis Samuelis Brever.",1668,Lőcse,"Brewer, Sámuel",,A3,[3] fol.,4°,,RMK II 1144 - Caplovic 1210,Gyászversek latinul és németül.,,latin; német,Budapest Nat cop. - Sczeczin Civ 1,1,Sczeczin=1,Cornides Dániel könyvtára,1,Budapest,6,4,8,0.75
3456,3456,,,1,,<Novy a stary kalendár Kristofa Neubarta na rok 1669. Levoca 1668 Brewer. 16°>,1668,Lőcse,"Brewer, Sámuel",,,,,,,,,biblikus cseh,,0,,,0,,,,,
3457,3457,,,,,"(PANCRATIUS, Michael:) Supplementum Rhenianvm, in usum illustris statuum Evangelicorum, quod Eperiessini est, lycei scholarumq(ue) humaniorum ejusdem concinnatum, anno MDCLXVIII. Leutschoviae (MDCLXVIII) typis Breverianis, impensis dni Matthiae Patzeri, civis Eperiensis.",1668,Lőcse,"Brewer, Sámuel",,A8-F8 G7,[55] fol.,8°,Orn.,RMK II 1145 - Caplovic 1212,Latin nyelvtan.,,latin,Alba Iulia 2* - Budapest Nat cop. (Sárospatak) - Cluj-Napoca Acad 1 - Dolný Kubín 1 - Martin Nat 1 - Sárospatak Ref 1 - Sibiu Mus 2,6,"Alba Iulia=1, Cluj-Napoca=1, Dolný Kubín=1, Martin=1, Sárospatak=1, Sibiu=1",,0,,110,8,16,6.875
3458,3458,,,,,"PAVLOVITZ, Michael: Exercitatio theologica, qua ????µ? de vocatione ministrorvm ecclesiae, ... sub praesidio m. Matthiae Stürzeri, gymnasii Novisoliensis conrectoris, ... domini praeceptoris, fautoris ac promotoris ... ad ... [&&görög] proponitur a Michaele Pawlovitz Turoceno-Jessenensi, gymnasii ejusdem alumno, ad diem ... Augusti anno MDCLXVIII. Leutschoviae (MDCLXVIII) literis Samuelis Brever.",1668,Lőcse,"Brewer, Sámuel",,A6,[6] fol.,4°,,RMK II 1149 - Sztripszky II 2603/151 <- MKsz 1890: 264 - Caplovic 1213,Evangélikus teológiai vizsgatételek.,,,Bratislava Acad 4* (A-variáns) - Budapest Acad 1 (A-variáns) 2* (A-variáns) - Halle Univ 1 - Martin Nat 1 (A-variáns) - Presov Scient 1 (B-variáns),6,"Bratislava=1, Budapest=2, Halle=1, Martin=1, Presov=1",,0,,12,4,8,1.5
3459,3459,,,,,"POMARIUS, Samuel: De veritate religionis Lvtheranae dispvtatio theologica altera, quam in ... gymnasio Epperiessinensi ... statuum regni Hungariae Augustano-Evangelicorum publice defendere sustinebit ... Nicolavs Petröczy, liber baro de Petröcz, praeside Samuele Pomario, ss. theol. d. ejusdemq(ue) et linguarum orientalium professore publico primario, gymnasiiq(ue) dicti moderatore ac directore supremo, ad diem Martij (21 Aprilis) a. C. MDCLXIIX. Leutschoviae (1668) typis Samuelis Brever.",1668,Lőcse,"Brewer, Sámuel",,A4-C4 D2,[14] fol.,4°,,RMK II 1146 - Caplovic 1214,Evangélikus teológiai vizsgatételek.,,,Bratislava Acad 2* - Budapest Ev 1 - Budapest Nat 1 1 2* - Kezmarok Ev 1 - Levoča Ev 1 - Martin Nat 1 - Wittenberg Ev 1,9,"Bratislava=1, Budapest=4, Kezmarok=1, Levoča=1, Martin=1, Wittenberg=1",Akad (Budapest),1,Budapest,28,4,8,3.5
3460,3460,,,,,"PRACTICA arithmetica, az az szamvetö tabla, mellyben minden-féle adásról és vételröl akar minémü kereskedésbenn-is bizonyos számoknak sum(m)áját készen és könnyen feltalálhatni Padvai Julius Caesar által irattatott, most pedig újobban e’ gyönyörü kis formaban ki-botsáttatott. Lötsen MDCLXVIII Brever Samuel.",1668,Lőcse,"Brewer, Sámuel",,A8-O8,[112] fol.,keskeny 16°,,MKsz 1924: 96 - Caplovic 1193,Szorzótáblák.,,magyar,Budapest Nat 1,1,Budapest=1,,0,,224,16,32,7
3461,3461,,,,,"SCHÖN Gáspár: Positionum theologicarum decas I. de theologia in genere, quam ... sub praesidio m. Casparis Schön Eperiessino Hung., in acad. Witteb. fac. phil. adsses. et lycei Schemniciensis rectoris primarii a. o. r. MDCLXIIX. die 23. Martii, hora antemer. publice ventilandam suscepit Paulus Schimrack Waralliens., p.t. classis II. ibidem collega, respondens. Leutschoviae (MDCLXIIX) typis Samuelis Brever.",1668,Lőcse,"Brewer, Sámuel",,A4,[4] fol.,4°,,RMK II 1147 - Sztripszky 11 2600a - Caplovic 1219,Evangélikus teológiai vizsgatételek.,,,Budapest Acad 1 - Budapest Nat 1 - Levoča Ev 1,3,"Budapest=2, Levoča=1",,0,,8,4,8,1
3462,3462,,,,,"SCHÖN Gáspár: Positionum theologicarum decas II. de theologiae principio seu Scriptura Sacra, quam ... sub praesidio viri-juvenis ... doctissimi dn. m. Casparis Schön Eperiessino Hung., in alma ad Albim academia hactenus fac. philosoph. adjuncti, lycei Schemnit. rectoris primarii publice ... defendendam respondens Georgius Buchholtz Cibinio Hung., p. t. lycei Schemnit. substit. tertiae curiae collega suscepit. ... 1668. die (...) April. Leutschoviae (1668) ex officina Samuelis Brever.",1668,Lőcse,"Brewer, Sámuel",,A4,[4] fol.,4°,,RMK II 1148 - Caplovic 1220,Evangélikus teológiai vizsgatételek.,,,Budapest Nat 1 - Martin Nat 1,2,"Budapest=1, Martin=1",,0,,8,4,8,1
3463,3463,,,,,"SEELMANN, Christian: Auffmerckung des Worts im CV. Psalm, welche die Anfechtung lehret, so dißmals betroffen den ... Hr. Casparvm Söldnern, der königl. fr. Stad Leutsch. wohlbestellten Fiscal wie auch der adelichen Zipserischen Gspannschafft eidpfl ichtigen Beisizer und dessen wolgebohrne Gemahlin ... Fr. Mariam Evphemiam geb. Ehrenreütterin, wegen ihres ... Tochterleins Mariae Sophiae, als welches A. 1667. den 15. Sept. in diese Welt gebohren, nur 1/2 Jahr und 12 Tage darinnen gelebet und von derselben wieder abgeschieden den 27. Mart. An. 1668. ... Bei ... Leichbestattung desselben in der Haupt-Kirch der königl. fr. Stad Leutschau kürtzlich gezeiget, zu fernerem Trost denen ... Elteren, dem seligen Töchterlein aber zum ... Gedächtniß, auf Begehren aufgesetzet, aus- und eingehendiget von M. Christian Seelmann, Cob. Fr. Pfarrherrn zu Leutsch. Leutschau (1668) bey Samuel Brewern.",1668,Lőcse,"Brewer, Sámuel",,A4-C4,[12] fol.,4°,,MKsz 1963: 346 - Caplovic 1216,Evangélikus gyászbeszéd.,,német,Budapest Acad cop. - Levoča Ev 1,1,Levoča=1,,0,,24,4,8,3
3464,3464,,,,,"SEELMANN, Christian: Freündliche Freüden-Begleitung dem ... Hrn. m. Christiano Eccardo, von Gott durch seine Gemeine in der königlichen freyen Stad Zeben ordentlich erwehlten und rechtmäßig beruffenen Evangelischen deütschen Prediger, als derselbe aus dieser ... königl. Frey Stad Leutschau am 23. Winterm. des 1668. Jahrs ehrerbitig abgeführet ward ... seinem ... Herrn Amts-Brudern gegeben von m. Christiano Seelmann, Pfarrh. zu Leutschau. (Leutschau 1668) bey Samuel Brewern.",1668,Lőcse,"Brewer, Sámuel",,[ ]2,[2] fol.,4°,,MKsz 1963:346 - Caplovic 1217,Üdvözlõ vers.,,német,Budapest Acad cop. - Levoča Ev 1,1,Levoča=1,,0,,4,4,8,0.5
3465,3465,,,,,"SERA licet sincera tamen lacrumarum super tergemino funere acerbissime fusarum abstersio, ... dn. m. Christiano Seelman(n)o in lib. regiaq(ue) Leutschovia pastori et eccles. ac schol. inspectori supremo vigilantissimo patri, marito et genero, ter infelici ac misero utpote extinctam cum inedita prole puerperam Annam Catharinam ... charissimam conjugem, mox ejus matrem, socrum suam Mariam Salomen ..., utramq(ue) beatissime defunctam lugenti, a tergemina amicorum et cognatorum Coburgensium manu praestita a. 1668. Leutschoviae (1668) typis Samuelis Brever.",1668,Lőcse,"Brewer, Sámuel",,A4,[4] fol.,4°,,MKsz 1963: 346 - Caplovic 1218,Latin és német gyászversek gyûjteménye.,,latin; német,Budapest Nat cop. - Levoča Ev 1,1,Levoča=1,,0,,8,4,8,1
3466,3466,,,,,"TIEFTRUNCK, Daniel [red.]: Danielis Tieftrunckii, aa. ll. m. et gymn. Sempr., p. t. rectoris Parodia Od. XXIV. lib. I. carm. Horat. ad Olassienses, virum, de scholis et ecclesiis Christianis, locis pluribus laudabiliter meritum, dn. Danielem Kleschivm, aa. ll. m., p. l. c. etc. n. t. ven. frat. XXIV. regal. in Scepusio seniorem, Varallio ad civitatis suae pastoratum oratoris consistorialis munere ordinario insignem legitima vocatione excientes a. o. r. MDCLXIIX, mens. Jan. die 3. Leutschoviae (MDCLXIIX) lyteris Samuelis Brever.",1668,Lőcse,"Brewer, Sámuel",,A4 B2,[6] fol.,4°,,Sztripszky II 2600/148 <- MKsz 1890: 263 - Caplovic 1221,Latin és német nyelvû üdvözlõ versek.,,latin; német,Budapest Acad 1 - Budapest Nat 1 - Halle Univ 1,3,"Budapest=2, Halle=1",,0,,12,4,8,1.5
3467,3467,,,,,"[1] UJ és o kalendariom e’ Christus urunk születése után való 1669., mellyet most-is Magyar és Erdély országra és egyéb szomszéd helyekre alkalmaztatott Neubarth Christoph theologus és astrologus. - [2](Rövid astrologiai visgalas erre a’ szökö (avagy bissextilis) [!] Christus születése után való 1669. esztendöre, a’ tsillagoknak természet-szerint való forgásiból esö jelenések ez also világon, illendö szorgalmatossággal öszveszereztetnek és le irattatnak Neubarth Christoph által). Lötsén [1668] Brever Samuel által.",1668,Lőcse,"Brewer, Sámuel",,A8-E8,[40] fol.,16°,Color.,Sztrpiszky I 2064/271 <- MKsz 1882: 87 - Caplovic 1211,Új-naptár ó-naptárral és prognosztikon.,,magyar,Budapest Acad 1 - Budapest Nat 1,2,Budapest=2,,0,,80,16,32,2.5
3468,3468,,,,,"VIRI reverenda dignitate ... Gothofredi Titii, Schemniciensis ecclesiae archidiaconi, sponsi amici veteres et ... Euphrosynae Heydin, hactenus viduae nunc sponsae ob veterem amicum amici novi affectum sincerum et constantem pauculis his prolixe interpretantur ipso nuptiarum X. Jan(uarii) die ... MDCLXVIII. Leutschoviae (MDCLXVIII) typis Samuelis Brever.",1668,Lőcse,"Brewer, Sámuel",,[ ]2,[2] fol.,4°,Orn.,RMK II 1151 - Caplovic 1215,Lakodalmi versek latinul és németül.,,latin; német,Budapest Nat 1 - Budapest Univ 1 - Spišská Nová Ves Ev 0,3,"Budapest=2, Spišská Nová Ves=1",,0,,4,4,8,0.5
3469,3469,,,,,"WEBER, Johann, sen.: Wappen der königl. freyen Stadt Epperies in Ober Vngarn beym richterlichen Abdancken aussgelegt durch Johann Weber, ... Apoteckern und medicum ordinarium, wie auch dess löblichen gymnasii der evangelischen Stände daselbst inspectorem. Leutsch. MDCLXVIII bey Samuel Brewern.",1668,Lőcse,"Brewer, Sámuel",,"[ ]1, §8, A8-V8 W8 X8-Z8, Aa8 Bb8 Cc7",[1] tab. + [15] + 430 pag.,8°,"1 ill. calcographica, 1 ins.",RMK II 1150 - Caplovic 1222,Fejedelmi tükör.,,német,"In 19 bibliothecis 24 expl. - Bratislava Acad, Univ - Budapest Acad, Nat, Univ - Debrecen Univ - Kézmarok Ev - München Nat - Târgu Mureş - Wien Nat",24,"Bratislava=2, Budapest=3, Debrecen=1, Kézmarok=1, München=1, Târgu Mureş=1, Wien=1",,0,,446,8,16,27.875
3470,3470,,,,,"ZABANIUS, Isaacus, sen.: Dispvtatio metaphysica III. de latitvdine et ordine intelligibilium, deq(ue) conceptvs entis objectivi ac formalis praecisione et illius transcendentia, quam in ... statuum Evang. Athenaeo Eperiensi, ... praeses m. Isaacus Zabanius, theol. pol. secund. et theor. phil. p. p. ordinarius respondente Matthaeo Balassi, ss. theol. et phil. studioso publice ventilabit anno 1668. die 9. Octobr. Leutschoviae 1668 typis Breverianis.",1668,Lőcse,"Brewer, Sámuel",,A4 B4,[8] fol.,4°,,RMK II 1152 - Caplovic 1191,Filozófiai vizsgatételek.,,,Bratislava Univ 1 - Budapest Nat 1 1 - Martin Nat 1 - Presov Scient 1,5,"Bratislava=1, Budapest=2, Martin=1, Presov=1",,0,,16,4,8,2
3471,3471,,,,,"ZABANIUS, Isaacus, sen.: Theses catholicae de conciliis oecvmenicis ecclesiae Catholicae et eorum autoritate, quas ... in illustri statuum Evang. Aethenaeo Eperiensi praeses, m. Isaacus Zabanius, theolog. polem. secund. et philos. theoreticae p. p. ordinarius, respondente Johanne Laurenti theol. et philos. studioso, ventilabit anno 1668. die 12. Septembr. Leutschoviae (1668) literis Samuelis Brever.",1668,Lőcse,"Brewer, Sámuel",,A4 B4 C2,[10] fol.,4°,,RMK II 1153 - Sztripszky II 2600b <- MKsz 1890: 264 - Caplovic 1192,Evangélikus teológiai vizsgatételek.,,,Budapest Arch 1 - Budapest Acad 2* - Budapest Nat 1 - Presov Scient 1,4,"Budapest=3, Presov=1",,0,,20,4,8,2.5
3472,3472,,,,,"[1] KALENDARIOM Kristus Vrunk születése után-való MDCLXIX. esztendöre, mellyet a’ nemes és kiralyi Nagy-Szombat városának és más közelvaló helyeknek meridianumiára a’ tudos és nevezetes astronomusnak, Argolvs Andrasnak calculatioia szerint az nagy-szombati academiában lévö Astrophylus nagy szorgalmatossággal el rendelt. - [2] (Az ég forgásábul vöt jovendölö [!] vélekedés, az az azoknak magyarázattya, mellyek az egnek és a csillagoknak rend szerént való járásibul az levegö égen törtennek, és ezektül a’ változásoktül füguén, a’ természet folyásából vet vélekedéssel megh jövendöltethetnek a’ Christus születése után MDCLXIX. esztendöre, mely az hires, neves Argolus Andrasnak calculatioibul vétetet a’ nagyszombati academia astrophilussa által Magyar Országban ugyan azon Nagyszombati városnak és környül valo helyeknek meridianum-jára.) Nagy-Szombatban [1668] [typ. Academicis] Byller Máthé.",1668,Nagyszombat,typ. Academicis (typographia Universitatis),,A8-E8 F4,[44] fol.,8°,"1 ill., 1 ins., color.",Sztripszky I 2065/272 <- MKsz 1883: 28 - Caplovic 2025,Új naptár és prognosztikon.,,magyar,Budapest Nat 1,1,Budapest=1,,0,,88,8,16,5.5
3473,3473,,,,,"MANVALE Sodalitatis Beatae Virginis Visitantis in collegio Societatis Iesv Tyrnaviae sub auspicijs ... comitis ... Ladislai Chiaky, abbatis ad S. Gothardum etc. ... denuo editum et auctum. Tyrnaviae 1668 typis Academicis ... Matthaeus Byller.",1668,Nagyszombat,typ. Academicis (typographia Universitatis),,"[ ]1, ( )12, A12-S12 T6",[25] + 444 pag.,12°,"Tit. calcographicus, init.",RMK II 1154 - Caplovic 2027,Katolikus vallási társulat kézikönyve.,,latin,Budapest Univ 1 - Kezmarok Ev 1,2,"Budapest=1, Kezmarok=1",,0,,469,12,24,19.541666666666668
3474,3474,,,,,"NOVA qvaedam officia cvm propriis sanctorvm patronorum Hungariae, quae necdum passim in Breviariis Romanijs impressa habentur. Svb avspiciis ... Georgii Pongracz de Szent-Miklos et Ovár, episcopi Vácziensis, ecclesiae metropolit. Strig. praepositi maioris et canonici, ... consiliarii, etc. edita. Tyrnaviae [1665-1671] typis acad., Matthaeus Byller.",1668,Nagyszombat,typ. Academicis (typographia Universitatis),,A7 B7 C8-G8 H6,[60] fol.,8°,"Orn., init., color.",RMK II 2044 - Caplovic 2042,Magyar szentek zsolozsmája.,,,Alba Iulia 1 (A-variáns) - Budapest Acad 1 (A-variáns) 2* (A-variáns) - Budapest Univ 1 (B-variáns) - Budapest Nat 2* (A-variáns) - Martin Nat 1 - Miercurea-Ciuc Mus 1 (B-variáns) 1 (B-variáns),8,"Alba Iulia=1, Budapest=4, Martin=1, Miercurea-Ciuc=2",,0,,120,8,16,7.5
3475,3475,,,,,"[1] POLANCUS, Joannes: Breve directorium ad confessarii, confi tentis munus recte obeundum, m. Joanne Polanco, theologo Societatis Jesu authore. Tyrnaviae MDCLXVIII Matthaeus Byller. - [2] POLANCUS, Joannes: Methodvs ad eos adjuvandos, qui moriuntur. Ex complurium doctorum ac piorum scriptis, diuturnoque usu et observatione collecta, avctore ... Joanne Polanco... Tyrnaviae MDCLXVIII [typis Academicis] Matthaeus Byller.",1668,Nagyszombat,typ. Academicis (typographia Universitatis),,,,,,RMK II 1155 - Caplovic 2028 - Caplovic 2029,Katolikus kalauz a gyóntatáshoz és a haldoklók ellátására.,,,"In 37 bibliothecis 71 expl. - Budapest Acad, Nat, Univ - Cluj-Napoca Acad, Univ - Debrecen Ref - Martin Nat - Szeged Univ - Târgu Mureş - Wien SJ",71,"Budapest=3, Cluj-Napoca=2, Debrecen=1, Martin=1, Szeged=1, Târgu Mureş=1, Wien=1",,0,,,,,
3476,3476,,,,,[VÁSÁRHELYI Gergely transl.:] R. p. Petri Canisii Societatis Iesv theologi Catechismus Latino-Ungaricus. Tyrnaviae [1665-1671] typis Academicis per Matthaeum Byller.,1668,Nagyszombat,typ. Academicis (typographia Universitatis),,A8-F8 G4,[1] + 102 pag.,8°,"1 ill., orn.",Caplovic 2041,Katolikus katekizmus latin-magyar nyelven.,,latin; magyar,Budapest Acad cop. - Olomouc Scient 1,1,Olomouc=1,,0,,103,8,16,6.4375
3476A,3476,A,,,,[ÁBÉCÉS KÖNYV. Patakini 1666-1670 typ. principis.],1668,Patak,typ. principis,,A8 + ?,[8] + ? fol.,8°,,,Ábécéskönyv.,,latin; magyar,Budapest Nat 1 (+ cop. Debrecen) - Debrecen Ref 4 - Sárospatak Ref 4,3,"Budapest=1, Debrecen=1, Sárospatak=1",,0,,16,8,16,1
3477,3477,,,,,"BUZINKAI Mihály: Compendii logici libri dvo, in quibus universa artis bene disserendi praecepta, methodo accurata et perspicua ita sunt disposita, ut tyro semestri spatio fundamenta logicae cum fructu jacere queat. Labore et industria Michaelis Buzinkai, nuper paedagogiarchae Patakiensis concinnati. Ex offi cina S. Patach 1668 [typ. principis] Johannes Rosnyai.",1668,Patak,typ. principis,,")o(4, A12-G12 H2",[7] + 169 [recte 170] + [2] pag.,12°,Orn.,RMK II 1156,A vitatkozás logikai szabályai.,,latin,Budapest Nat 2* + cop. partim (Budapest Ref) - Budapest Ref 2* (Kecskemét Ref) - Cluj-Napoca Acad 1 - Debrecen Ref 1 - Levoča Ev 0 - Sárospatak Ref 1,6,"Budapest=2, Cluj-Napoca=1, Debrecen=1, Levoča=1, Sárospatak=1",,0,,179,12,24,7.458333333333333
3478,3478,,,,,"CSÚZI CSEH Jakab: Kincses tar-haz, avagy az élö s elevenitö igaz hitnek idvesseges gyakorlása, mellyben világosan megmutatódik, mint kellyen az keresztyén embernek tellyes életében hitbül élni e világon. Most leg-elöször a’ keresztyén magyar nemzetnek lelki javára kibocsáttatott Csuzi Cseh Jakab, Sz[ent] I[rás] m[agyarázó] doct. és comáromi praedikátor által. Patakon (1668) [typ. principis] Rosnyai János.",1668,Patak,typ. principis,,")(6, [ ]1, A12-F12 G9+3",[2] + 1-10 + [1] tab. + 11-171 + [1] pag.,12°,Init.,RMK I 1070,A hitrõl való református elmélkedés.,,magyar,Budapest Nat 1 - Cluj-Napoca Univ 1 - Debrecen Ref 2* - Göttingen Univ 1 - Kosice Scient 2* - Sárospatak Ref 2 - Târgu Mureş 2,7,"Budapest=1, Cluj-Napoca=1, Debrecen=1, Göttingen=1, Kosice=1, Sárospatak=1, Târgu Mureş=1",Véghely Dezsõnél Veszprémben,1,Veszprém,173,12,24,7.208333333333333
3479,3479,,,,,"(ESZÉKI T. István): Halotti magyar oratio. Tekéntetes, méltóságos, nagyságos urak, aszszonyok ... tiszteletes lelki pásztorok ... méltóságos udvarnak ... gyászos nemes serege ... kegyes halgatók, valakik ... groff Rhedei Ferencz urunknak meg-hidegedet tetemének utolsó érdemlet tisztessége meg-adásának okáért ... sok helyekröl ide jöttetek! Saros Patakon 1668 [typ. principis] Rosnyai Janos.",1668,Patak,typ. principis,,A4-D4 E2,38 [recte 36] pag.,4°,"Orn., init.",RMK I 1075,Református gyászbeszéd.,,magyar,"In 11 bibliothecis 16 expl. - Bratislava Acad - Budapest Acad, Nat, Ref - Cluj-Napoca Acad, Univ - Debrecen Ref - Esztergom Dioec - Sárospatak Ref - Sfántu Gheorghe Ref - Târgu Mureş",16,"Bratislava=1, Budapest=3, Cluj-Napoca=2, Debrecen=1, Esztergom=1, Sárospatak=1, Sfántu Gheorghe=1, Târgu Mureş=1",,0,,36,4,8,4.5
